Symbol,Security,GICSSector,GICS Sub-Industry,Headquarters Location,Date added,CIK,Founded
"September 20, 2013",AME,Ametek,SAI,SAIC,Market capitalization change.[189],,
"September 10, 2013",DAL,Delta Air Lines,BMC,BMC Software,BMC taken private by consortium[190],,
"July 8, 2013",NLSN,Nielsen Holdings,S,Sprint Nextel,Softbank consortium purchase results in public float below 50%[191],,
"July 1, 2013",NWSA,21st Century Fox,APOL,Apollo Education Group,Apollo Group's market cap more representative of a mid-cap[192],,
"June 21, 2013",ZTS,Zoetis,FHN,First Horizon,Zoetis spun off by Pfizer[193],,
"June 6, 2013",GM,General Motors,HNZ,Heinz,HNZ acquired by consortium[194],,
"May 23, 2013",KSU,Kansas City Southern,DF,Dean Foods,DF too small after spinoff of White Wave Foods[195],,
"May 8, 2013",MAC,Macerich,CVH,Coventry Health Care,Acquired by Aetna (AET)[196],,
"April 30, 2013",REGN,Regeneron Pharmaceuticals,PCS,MetroPCS,A majority of MetroPCS was acquired by T-Mobile[197],,
"February 15, 2013",PVH,PVH,BIG,Big Lots,Market capitalization changes[198],,
"January 2, 2013",ABBV,AbbVie,FII,Federated Investors,ABBV spun off from Abbott Labs (ABT)[199],,
"December 21, 2012",DLPH,Delphi Automotive,TIE,Titanium Metals,TIE acquired by Precision Cast Parts (PCP)[200],,
"December 11, 2012",GRMN,Garmin,RRD,RR Donnelley,Market capitalization changes[201],,
"December 3, 2012",DG,Dollar General,CBE,Cooper Industries,Acquired by Eaton Corp. (ETN)[202],,
"October 10, 2012",PETM,PetSmart,SUN,Sunoco,Acquired by Energy Transfer Partners (ETP)[203],,
"October 2, 2012",KRFT,Kraft Foods,ANR,Alpha Natural Resources,Kraft split into two companies[204],,
"October 2, 2012",MDLZ,Mondelez,KFT,Kraft Foods,Old Kraft Foods renamed Mondelez[205],,
"October 1, 2012",ADT,ADT,LXK,Lexmark,Tyco spun off ADT,,
"October 1, 2012",PNR,Pentair,DV,DeVry,Tyco spin-off merged w/Pentair,,
"September 5, 2012",LYB,LyondellBasell,SHLD,Sears Holdings,SHLD below public float threshold,,
"July 31, 2012",ESV,Ensco,GR,Goodrich Corporation,Goodrich acquired by United Technologies (UTX).[206],,
"July 2, 2012",STX,Seagate Technology,PGN,Progress Energy,Acquired by Duke Energy (DUK)[207],,
"June 29, 2012",MNST,Monster Beverage,SLE,Sara Lee Corporation,Split up of Sara Lee[208],,
"June 5, 2012",LRCX,Lam Research,NVLS,Novellus Systems,Acquired by Lam Research (LRCX)[209],,
"May 21, 2012",ALXN,Alexion Pharmaceuticals,MMI,Motorola Mobility,Acquired by Google (GOOG)[210],,
"May 17, 2012",KMI,Kinder Morgan,EP,El Paso Corporation,Acquired by Kinder Morgan (KMI)[211],,
"April 23, 2012",PSX,Phillips 66,SVU,Supervalu,ConocoPhillips spun off Phillips 66[212],,
"April 3, 2012",FOSL,Fossil,MHS,Medco Health Solutions,Acquired by Express Scripts (ESRX)[213],,
"March 13, 2012",CCI,Crown Castle,CEG,Constellation Energy Group,Acquired by Exelon Corp. (EXC)[214],,
"December 31, 2011",WPX,WPX Energy,CPWR,Compuware,Market capitalization changes[215],,
"December 20, 2011",TRIP,TripAdvisor,TLAB,Tellabs,Expediaspun off TripAdvisor.[216],,
"December 16, 2011",BWA,BorgWarner,AKS,AK Steel,Market capitalization changes[217],,
"December 16, 2011",PRGO,Perrigo,MWW,Monster Worldwide,Market capitalization changes,,
"December 16, 2011",DLTR,Dollar Tree,WFR,MEMC Electronic Materials,Market capitalization changes,,
"December 12, 2011",GAS,AGL Resources.,GAS,Nicor Gas,"Nicor acquired by AGL, which retained the GAS ticker.[218]",,
"November 18, 2011",CBE,Cooper Industries,JNS,Janus Capital Group,Janus Capital Group's market capitalization is less than $1.2 billionand is no longer representative of the large cap market space.[219],,
"October 31, 2011",XYL,Xylem,ITT,ITT,Spun off from ITT Corp.[220],,
"October 14, 2011",TEL,TE Connectivity,CEPH,Cephalon,Acquired byTeva Pharmaceutical Industries(TEVA).[221],,
"September 23, 2011",MOS,The Mosaic Company,NSM,National Semiconductor,Acquired byTexas Instruments(TXN).[222],,
"July 5, 2011",ACN,Accenture,MI,Marshall & Ilsley,Marshall & Iisley is being bought by Bank of Montreal[223],,
"June 30, 2011",MPC,Marathon Oil,RSH,RadioShack,Market capitalization adjustments.[224],,
"June 1, 2011",ANR,Alpha Natural Resources,MEE,Massey Energy,Alpha Natural Resources acquired Massey Energy.[225],,
"April 27, 2011",CMG,Chipotle Mexican Grill,NOVL,Novell,Acquired by private equity firms.[226],,
"April 1, 2011",BLK,BlackRock,GENZ,Genzyme,Acquired bySanofiAventis (SNY)[227],,
"March 31, 2011",EW,Edwards Lifesciences,Q,Qwest Communications,Acquired by CenturyLink[228],,
"February 28, 2011",COV,Covidien,MFE,McAfee,Acquired byIntel[229],,
"February 25, 2011",JOYG,Joy Global,AYE,Allegheny Energy,Acquired by First Energy (FE).[230],,
"January 3, 2011",MMI,Motorola Mobility,MDP,Meredith Corp,S&P constituent Motorola spun off Motorola Mobility.[231],,
"December 17, 2010",CVC,Cablevision,KG,King Pharmaceuticals,Acquired byPfizer.[232],,
"December 17, 2010",FFIV,F5 Networks,EK,Eastman Kodak,Market Cap changes.[232],,
"December 17, 2010",NFLX,Netflix,ODP,Office Depot,Market Cap changes.,,
"December 17, 2010",NFX,Newfield Exploration,NYT,The New York Times Company,Market Cap changes.,,
"November 17, 2010",IR,Ingersoll-Rand,PTV,Pactiv,Reynolds Group Holdingsacquired Pactiv.[233],,
"August 26, 2010",TYC,Tyco International,SII,Smith International,Acquired bySchlumberger(SLB)[234],,
"July 14, 2010",CB,Chubb,MIL,Millipore,Acquired by Merck KGaA (MKGAY)[235],,
"June 30, 2010",QEP,QEP Resources,STR,Questar,"Company split. QEP retained, but ticker changed.[236]",,
"June 28, 2010",KMX,CarMax,XTO,XTO Energy,Acquired byExxonMobil[237],,
"April 29, 2010",CERN,Cerner,BJS,BJ Services,Acquired byBaker Hughes[238],,
"February 26, 2010",HP,Helmerich & Payne,RX,IMS Health,Taken private,,
"December 18, 2009",V,Visa,CIEN,Ciena,Market capitalization change.[citation needed],,
"December 18, 2009",MJN,Mead Johnson Nutrition,DYN,Dynegy,Market capitalization change.[citation needed]},,
"December 18, 2009",CLF,Cliffs Natural Resources,KBH,KB Home,Market capitalization change.[citation needed],,
"December 18, 2009",SAI,SAIC,CVG,Convergys,Market capitalization change.[citation needed],,
"December 18, 2009",ROST,Ross Stores,MBI,MBIA,Market capitalization change.[citation needed],,
"November 3, 2009",PCLN,Priceline.com,SGP,Schering-Plough,Acquired by Merck & Co. (MRK)[239],,
"September 28, 2009",ARG,Airgas,CBE,Cooper Industries,Redomesticated to Ireland[240],,
"August 19, 2009",FMC,FMC Corporation,CTX,Centex Corp.,Centex acquired byPulte Homes.[241],,
"June 29, 2009",PCS,MetroPCS,,,PCS replaced TEL.[242],,
"June 25, 2009",,,TEL,TE Connectivity,"Tyco Electronics left the index because it was reincorporating in Switzerland, making it ineligible for inclusion.[242]",,
"June 5, 2009",FTI,FMC Technologies,COV,Covidien,"Covidien moved its place of incorporation to Ireland, making it ineligible for inclusion in the index.[243]",,
"March 3, 2009",HRL,Hormel Foods,ACAS,American Capital,Capitalization rebalance.[244],,
"March 3, 2009",VTR,Ventas,JNY,Jones Apparel Group,Capitalization rebalance.,,
"December 31, 2008",OI,Owens-Illinois,WB,Wachovia Bank,Wachovia Bank acquired byWells Fargo.[245],,
"September 16, 2008",HRS,Harris Corporation,LEH,Lehman Brothers,Lehman Brothersfiled for bankruptcy.[246],,
"September 12, 2008",CRM,Salesforce,FRE,Freddie Mac,Capitalization rebalance.[247],,
"September 12, 2008",FAST,Fastenal,FNM,Fannie Mae,Capitalization rebalance.[247],,
"July 1, 2008",AKS,AK Steel,CFC,Countrywide Financial Corp,Ak Steel replaced Countrywide Financial.[248],,
"June 23, 2008",COG,Cabot Oil & Gas,BC,Brunswick,Market capitalization change.[249],,
"June 23, 2008",MEE,Massey Energy,OMX,OfficeMax,Market capitalization change.[249],,
"June 10, 2008",LO,Lorillard Tobacco Company,ABK,Ambac Financial,Market Value Decline[250],,
"December 20, 2007",RRC,Range Resources,TRB,Tribune Media,Taken private[251],,
"December 13, 2007",GME,GameStop,DJ,Dow Jones,Acquired byNews Corporation,,
"October 26, 2007",JEC,Jacobs Engineering Group,AV,Avaya,Taken private[252],,
"October 2, 2007",EXPE,Expedia,SLR,Solectron,Solectron acquired byFlextronics.[253],,
"October 1, 2007",TDC,Teradata,NCR,NCR Corporation,Teradata spun off by NCR Corporation.[253],,
"September 27, 2007",TSO,Tesoro Corporation,MXIM,Maxim Integrated Products,MXIM delisted from NASDAQ exchange.[253],,
"September 26, 2007",ICE,Intercontinental Exchange,FDC,First Data,FDC acquired byKKR.[253],,
"August 24, 2007",LUK,Leucadia National,KSE,KeySpan,Acquired byNational Grid plc[254],,
"July 2, 2007",DFS,Discover Financial,ADCT,ADC Telecommunications,Discover Financial Services debuts on New York Stock Exchange.[255],,
"March 30, 2007",KFT,Kraft Foods,TSG,Sabre Corporation,Taken Private[256],,
"January 10, 2007",AVB,AvalonBay Communities,SBL,Symbol Technologies,Acquired by Motorola[257],,
"June 2, 2006",JNPR,Juniper Networks,ABS,Albertsons,Albertsons acquired by SuperValu and CVS Corp.[258],,
"November 18, 2005",AMZN,Amazon,T,AT&T Corporation,AT&T Corp. acquired bySBC Communications[259],,
"July 1, 2005",STZ,Constellation Brands,GLK,Great Lakes Chemical,Acquired byCrompton Corp.,,
"September 25, 2003",ESRX,Express Scripts,QTRN,Quintiles Transnational,Taken private,,
"December 5, 2000",INTU,Intuit,BS,Bethlehem Steel,Market Cap changes.[260],,
"December 5, 2000",SBL,Symbol Technologies,OI,Owens-Illinois,Market Cap changes.,,
"December 5, 2000",AYE,Allegheny Energy,GRA,WR Grace,Market Cap changes.,,
"December 5, 2000",ABK,Ambac Financial,CCK,Crown Holdings,Market Cap changes.,,
"July 27, 2000",JDSU,JDS Uniphase,RAD,Rite Aid,Market Cap change.[261],,
"June 12, 2000",CVG,Convergys,TMC,Times Mirror,Tribune Co.acquired Times Mirror.[262],,
"June 7, 2000",SBUX,Starbucks,SMS,Shared Medical Systems,Siemens AGacquired Shared Medical Systems.[262],,
"December 8, 1999",YHOO,Yahoo!,LDW,Laidlaw,Market capitalization change.[263],,
"June 9, 1999",WLP,Wellpoint,HPH,Harnischfeger Industries,Harnischfeger filed for bankruptcy.[264],,
"April 12, 1999",ACT,Actavis,,,Actavis plc (NYSE:ACT) added to S&P 500,,
"December 11, 1998",FSR,Firstar,AN,Amoco,BPpurchased Amoco.[265],,
"December 11, 1998",CCL,Carnival Corp.,GRN,General Re,Berkshire Hathawaypurchased General Re.[265],,
"December 11, 1998",CPWR,Compuware,SUN,SunAmerica,AIGpurchased SunAmerica.[265],,
"June 17, 1997",CCI,Countrywide Credit Industries,USL,USLife,AIGacquired USLife.[266],,
"September 30, 1994",NCC,National City,MCK,McKesson,McKesson sold PCS Health Services toEli Lilly.[267],,
"July 1, 1976",BUD,Anheuser Busch,HNG,Houston Natural Gas,"Major restructuring of S&P 500 to have fewer industrials and utilities, and more financial companies to add ""new strength and breadth""[268]",,
"July 1, 1976",DIS,The Walt Disney Company,AYE,Allegheny Energy,"Major restructuring of S&P 500 to have fewer industrials and utilities, and more financial companies to add ""new strength and breadth""[268]",,
